oid,uid,date,product_name,pid,price,brand
4470,1685,5/4/2021,misc. beverages,92,493,Minute Maid
4470,1685,5/4/2021,rolls/buns,122,316,Godrej
4470,1685,5/4/2021,baking powder,6,265,MDH
4470,1685,5/4/2021,root vegetables,123,401,Ocean's Secret
4471,1804,26/08/2021,canned beer,20,280,Budweiser
4471,1804,26/08/2021,root vegetables,123,401,Ocean's Secret
4471,1804,26/08/2021,bottled water,12,62,Bisleri
4471,1804,26/08/2021,chocolate,28,435,Cadbury
4471,1804,26/08/2021,whisky,161,497,Blender Spride
4472,862,26/08/2021,brown bread,14,423,English Oven
4472,862,26/08/2021,newspapers,95,84,Origami
4472,862,26/08/2021,yogurt,165,496,Amul
4472,862,26/08/2021,whisky,161,497,Blender Spride
4472,862,26/08/2021,chocolate,28,435,Cadbury
4473,1877,9/8/2021,soda,138,165,TATA
4473,1877,9/8/2021,domestic eggs,49,437,Henfruit
4473,1877,9/8/2021,chocolate,28,435,Cadbury
4473,1877,9/8/2021,oil,98,134,Aashirvaad
4473,1877,9/8/2021,fruit/vegetable juice,64,183,Real
4474,643,9/8/2021,domestic eggs,49,437,Henfruit
4474,643,9/8/2021,rolls/buns,122,316,Godrej
4474,643,9/8/2021,specialty bar,143,85,True elements
4474,643,9/8/2021,yogurt,165,496,Amul
4474,643,9/8/2021,kitchen towels,78,470,Origami
4475,1705,14/05/2021,other vegetables,102,331,Fressco
4475,1705,14/05/2021,cream cheese ,39,426,Mother Dairy
4475,1705,14/05/2021,yogurt,165,496,Amul
4475,1705,14/05/2021,domestic eggs,49,437,Henfruit
4475,1705,14/05/2021,yogurt,165,496,Amul
4476,919,14/05/2021,specialty chocolate,145,414,Cadbury
4476,919,14/05/2021,cream cheese ,39,426,Mother Dairy
4476,919,14/05/2021,rolls/buns,122,316,Godrej
4476,919,14/05/2021,flour,53,259,Aashirvaad
4476,919,14/05/2021,waffles,159,103,Cadbury
4477,818,13/08/2021,candles,18,491,Bella Vita Organic
4477,818,13/08/2021,soda,138,165,TATA
4477,818,13/08/2021,UHT-milk,1,95,Amul
4477,818,13/08/2021,specialty chocolate,145,414,Cadbury
4477,818,13/08/2021,liquor,82,381,Budweiser
4478,327,13/08/2021,packaged fruit/vegetables,103,268,Fressco
4478,327,13/08/2021,whole milk,164,176,Mother Dairy
4478,327,13/08/2021,dog food,48,228,Whiskas
4478,327,13/08/2021,vinegar,158,469,MTR
4478,327,13/08/2021,long life bakery product,85,398,Hershey's
4479,1469,8/7/2021,specialty chocolate,145,414,Cadbury
4479,1469,8/7/2021,hard cheese,69,460,Mother Dairy
4479,1469,8/7/2021,yogurt,165,496,Amul
4479,1469,8/7/2021,whole milk,164,176,Mother Dairy
4479,1469,8/7/2021,hard cheese,69,460,Mother Dairy
4480,1052,8/7/2021,berries,9,252,Rivendell
4480,1052,8/7/2021,frozen vegetables,63,113,Ocean's Secret
4480,1052,8/7/2021,ice cream,74,323,Mother Dairy
4480,1052,8/7/2021,napkins,94,332,Origami
4480,1052,8/7/2021,tropical fruit,156,424,Fressco
4481,536,24/04/2021,soda,138,165,TATA
4481,536,24/04/2021,brown bread,14,423,English Oven
4481,536,24/04/2021,shopping bags,133,467,Lankmark
4481,536,24/04/2021,rolls/buns,122,316,Godrej
4481,536,24/04/2021,canned beer,20,280,Budweiser
4482,391,24/04/2021,waffles,159,103,Cadbury
4482,391,24/04/2021,specialty cheese,144,424,English Oven
4482,391,24/04/2021,soda,138,165,TATA
4482,391,24/04/2021,shopping bags,133,467,Lankmark
4482,391,24/04/2021,other vegetables,102,331,Fressco
4483,1504,28/04/2021,yogurt,165,496,Amul
4483,1504,28/04/2021,citrus fruit,30,471,Rivendell
4483,1504,28/04/2021,candles,18,491,Bella Vita Organic
4483,1504,28/04/2021,margarine,88,151,TSR
4483,1504,28/04/2021,chocolate marshmallow,29,253,Mars
4484,1678,28/04/2021,fruit/vegetable juice,64,183,Real
4484,1678,28/04/2021,yogurt,165,496,Amul
4484,1678,28/04/2021,margarine,88,151,TSR
4484,1678,28/04/2021,rolls/buns,122,316,Godrej
4484,1678,28/04/2021,hard cheese,69,460,Mother Dairy
4485,688,24/04/2021,specialty bar,143,85,True elements
4485,688,24/04/2021,other vegetables,102,331,Fressco
4485,688,24/04/2021,fruit/vegetable juice,64,183,Real
4485,688,24/04/2021,canned beer,20,280,Budweiser
4485,688,24/04/2021,whipped/sour cream,160,170,Amul
4486,874,24/04/2021,pip fruit,109,167,Fressco
4486,874,24/04/2021,onions,99,226,Fressco
4486,874,24/04/2021,rolls/buns,122,316,Godrej
4486,874,24/04/2021,frozen vegetables,63,113,Ocean's Secret
4486,874,24/04/2021,semi-finished bread,132,403,English Oven
4487,1542,14/05/2021,chicken,27,312,Costa's
4487,1542,14/05/2021,shopping bags,133,467,Lankmark
4487,1542,14/05/2021,coffee,34,476,Nescafe
4487,1542,14/05/2021,cat food,24,106,Whiskas
4487,1542,14/05/2021,napkins,94,332,Origami
4488,800,14/05/2021,soda,138,165,TATA
4488,800,14/05/2021,chocolate,28,435,Cadbury
4488,800,14/05/2021,chocolate,28,435,Cadbury
4488,800,14/05/2021,whipped/sour cream,160,170,Amul
4488,800,14/05/2021,rolls/buns,122,316,Godrej
4489,1521,8/7/2021,prosecco,116,329,Bella Vita Organic
4489,1521,8/7/2021,white wine,163,385,Blender Spride
4489,1521,8/7/2021,specialty bar,143,85,True elements
4489,1521,8/7/2021,dessert,44,266,Nestle
4489,1521,8/7/2021,herbs,70,378,Fressco
4490,395,8/7/2021,cream cheese ,39,426,Mother Dairy
4490,395,8/7/2021,domestic eggs,49,437,Henfruit
4490,395,8/7/2021,meat,90,190,Costa's
4490,395,8/7/2021,rolls/buns,122,316,Godrej
4490,395,8/7/2021,specialty cheese,144,424,English Oven
4491,1819,20/05/2021,roll products ,121,297,Origami
4491,1819,20/05/2021,soda,138,165,TATA
4491,1819,20/05/2021,tropical fruit,156,424,Fressco
4491,1819,20/05/2021,coffee,34,476,Nescafe
4491,1819,20/05/2021,dog food,48,228,Whiskas
4492,1233,20/05/2021,cream cheese ,39,426,Mother Dairy
4492,1233,20/05/2021,tropical fruit,156,424,Fressco
4492,1233,20/05/2021,liquor (appetizer),83,414,Budweiser
4492,1233,20/05/2021,white bread,162,176,English Oven
4492,1233,20/05/2021,long life bakery product,85,398,Hershey's
4493,1602,8/8/2021,onions,99,226,Fressco
4493,1602,8/8/2021,beverages,10,305,Minute Maid
4493,1602,8/8/2021,yogurt,165,496,Amul
4493,1602,8/8/2021,whole milk,164,176,Mother Dairy
4493,1602,8/8/2021,grapes,65,296,Fressco
4494,710,8/8/2021,white wine,163,385,Blender Spride
4494,710,8/8/2021,other vegetables,102,331,Fressco
4494,710,8/8/2021,tropical fruit,156,424,Fressco
4494,710,8/8/2021,bottled water,12,62,Bisleri
4494,710,8/8/2021,shopping bags,133,467,Lankmark
4495,836,5/8/2021,newspapers,95,84,Origami
4495,836,5/8/2021,hard cheese,69,460,Mother Dairy
4495,836,5/8/2021,soda,138,165,TATA
4495,836,5/8/2021,UHT-milk,1,95,Amul
4495,836,5/8/2021,other vegetables,102,331,Fressco
4496,1710,5/8/2021,pet care,106,103,Whiskas
4496,1710,5/8/2021,pip fruit,109,167,Fressco
4496,1710,5/8/2021,red/blush wine,119,438,Budweiser
4496,1710,5/8/2021,rolls/buns,122,316,Godrej
4496,1710,5/8/2021,rolls/buns,122,316,Godrej
4497,440,11/7/2021,whole milk,164,176,Mother Dairy
4497,440,11/7/2021,dessert,44,266,Nestle
4497,440,11/7/2021,other vegetables,102,331,Fressco
4497,440,11/7/2021,long life bakery product,85,398,Hershey's
4497,440,11/7/2021,coffee,34,476,Nescafe
4498,1289,11/7/2021,bottled water,12,62,Bisleri
4498,1289,11/7/2021,onions,99,226,Fressco
4498,1289,11/7/2021,coffee,34,476,Nescafe
4498,1289,11/7/2021,newspapers,95,84,Origami
4498,1289,11/7/2021,chocolate,28,435,Cadbury
4499,426,5/6/2021,fruit/vegetable juice,64,183,Real
4499,426,5/6/2021,whipped/sour cream,160,170,Amul
4499,426,5/6/2021,domestic eggs,49,437,Henfruit
4499,426,5/6/2021,soda,138,165,TATA
4499,426,5/6/2021,white bread,162,176,English Oven
4500,1717,5/6/2021,other vegetables,102,331,Fressco
4500,1717,5/6/2021,yogurt,165,496,Amul
4500,1717,5/6/2021,curd,40,473,Mother Dairy
4500,1717,5/6/2021,chocolate,28,435,Cadbury
4500,1717,5/6/2021,brown bread,14,423,English Oven
4501,1960,16/05/2021,salt,127,315,TATA
4501,1960,16/05/2021,butter milk,16,464,Amul
4501,1960,16/05/2021,frozen meals,61,361,Ocean's Secret
4501,1960,16/05/2021,chocolate,28,435,Cadbury
4501,1960,16/05/2021,specialty bar,143,85,True elements
4502,364,16/05/2021,whole milk,164,176,Mother Dairy
4502,364,16/05/2021,white bread,162,176,English Oven
4502,364,16/05/2021,fruit/vegetable juice,64,183,Real
4502,364,16/05/2021,whole milk,164,176,Mother Dairy
4502,364,16/05/2021,female sanitary products,50,148,Whisper
4503,988,16/06/2021,curd,40,473,Mother Dairy
4503,988,16/06/2021,white wine,163,385,Blender Spride
4503,988,16/06/2021,meat spreads,91,345,Springer
4503,988,16/06/2021,soda,138,165,TATA
4503,988,16/06/2021,chocolate,28,435,Cadbury
4504,701,16/06/2021,yogurt,165,496,Amul
4504,701,16/06/2021,sugar,150,100,TATA
4504,701,16/06/2021,UHT-milk,1,95,Amul
4504,701,16/06/2021,margarine,88,151,TSR
4504,701,16/06/2021,rolls/buns,122,316,Godrej
4505,801,20/05/2021,rolls/buns,122,316,Godrej
4505,801,20/05/2021,soda,138,165,TATA
4505,801,20/05/2021,bottled water,12,62,Bisleri
4505,801,20/05/2021,frozen meals,61,361,Ocean's Secret
4505,801,20/05/2021,yogurt,165,496,Amul
4506,983,20/05/2021,hamburger meat,68,461,Springer
4506,983,20/05/2021,whole milk,164,176,Mother Dairy
4506,983,20/05/2021,other vegetables,102,331,Fressco
4506,983,20/05/2021,dessert,44,266,Nestle
4506,983,20/05/2021,other vegetables,102,331,Fressco
4507,838,3/8/2021,bottled water,12,62,Bisleri
4507,838,3/8/2021,whipped/sour cream,160,170,Amul
4507,838,3/8/2021,chicken,27,312,Costa's
4507,838,3/8/2021,frozen vegetables,63,113,Ocean's Secret
4507,838,3/8/2021,tropical fruit,156,424,Fressco
4508,1302,3/8/2021,yogurt,165,496,Amul
4508,1302,3/8/2021,hygiene articles,73,301,Set Wet
4508,1302,3/8/2021,margarine,88,151,TSR
4508,1302,3/8/2021,cream cheese ,39,426,Mother Dairy
4508,1302,3/8/2021,frozen meals,61,361,Ocean's Secret
4509,1378,12/9/2021,curd,40,473,Mother Dairy
4509,1378,12/9/2021,root vegetables,123,401,Ocean's Secret
4509,1378,12/9/2021,root vegetables,123,401,Ocean's Secret
4509,1378,12/9/2021,pastry,105,184,MTR
4509,1378,12/9/2021,newspapers,95,84,Origami
4510,791,12/9/2021,whipped/sour cream,160,170,Amul
4510,791,12/9/2021,yogurt,165,496,Amul
4510,791,12/9/2021,flour,53,259,Aashirvaad
4510,791,12/9/2021,whole milk,164,176,Mother Dairy
4510,791,12/9/2021,coffee,34,476,Nescafe
4511,1089,6/6/2021,rolls/buns,122,316,Godrej
4511,1089,6/6/2021,margarine,88,151,TSR
4511,1089,6/6/2021,rolls/buns,122,316,Godrej
4511,1089,6/6/2021,other vegetables,102,331,Fressco
4511,1089,6/6/2021,white wine,163,385,Blender Spride
4512,758,6/6/2021,onions,99,226,Fressco
4512,758,6/6/2021,soda,138,165,TATA
4512,758,6/6/2021,liquor (appetizer),83,414,Budweiser
4512,758,6/6/2021,packaged fruit/vegetables,103,268,Fressco
4512,758,6/6/2021,whole milk,164,176,Mother Dairy
4513,1783,20/09/2021,other vegetables,102,331,Fressco
4513,1783,20/09/2021,other vegetables,102,331,Fressco
4513,1783,20/09/2021,curd,40,473,Mother Dairy
4513,1783,20/09/2021,white wine,163,385,Blender Spride
4513,1783,20/09/2021,curd,40,473,Mother Dairy
4514,407,20/09/2021,whole milk,164,176,Mother Dairy
4514,407,20/09/2021,flour,53,259,Aashirvaad
4514,407,20/09/2021,newspapers,95,84,Origami
4514,407,20/09/2021,salt,127,315,TATA
4514,407,20/09/2021,beef,8,182,Costa's
4515,182,21/08/2021,bottled water,12,62,Bisleri
4515,182,21/08/2021,whole milk,164,176,Mother Dairy
4515,182,21/08/2021,grapes,65,296,Fressco
4515,182,21/08/2021,rolls/buns,122,316,Godrej
4515,182,21/08/2021,rolls/buns,122,316,Godrej
4516,1769,21/08/2021,candy,19,283,Cadbury
4516,1769,21/08/2021,other vegetables,102,331,Fressco
4516,1769,21/08/2021,coffee,34,476,Nescafe
4516,1769,21/08/2021,brown bread,14,423,English Oven
4516,1769,21/08/2021,root vegetables,123,401,Ocean's Secret
4517,1515,1/7/2021,frozen fish,59,415,Springer
4517,1515,1/7/2021,pip fruit,109,167,Fressco
4517,1515,1/7/2021,rolls/buns,122,316,Godrej
4517,1515,1/7/2021,yogurt,165,496,Amul
4517,1515,1/7/2021,flour,53,259,Aashirvaad
4518,829,1/7/2021,candy,19,283,Cadbury
4518,829,1/7/2021,other vegetables,102,331,Fressco
4518,829,1/7/2021,rolls/buns,122,316,Godrej
4518,829,1/7/2021,bottled beer,11,273,Budweiser
4518,829,1/7/2021,domestic eggs,49,437,Henfruit
4519,53,12/7/2021,shopping bags,133,467,Lankmark
4519,53,12/7/2021,candy,19,283,Cadbury
4519,53,12/7/2021,whole milk,164,176,Mother Dairy
4519,53,12/7/2021,soda,138,165,TATA
4519,53,12/7/2021,rolls/buns,122,316,Godrej
4520,1373,12/7/2021,canned fish,21,240,Costa's
4520,1373,12/7/2021,yogurt,165,496,Amul
4520,1373,12/7/2021,shopping bags,133,467,Lankmark
4520,1373,12/7/2021,root vegetables,123,401,Ocean's Secret
4520,1373,12/7/2021,rolls/buns,122,316,Godrej
4521,215,19/07/2021,beef,8,182,Costa's
4521,215,19/07/2021,rolls/buns,122,316,Godrej
4521,215,19/07/2021,rolls/buns,122,316,Godrej
4521,215,19/07/2021,root vegetables,123,401,Ocean's Secret
4521,215,19/07/2021,cat food,24,106,Whiskas
4522,1452,19/07/2021,pastry,105,184,MTR
4522,1452,19/07/2021,mustard,93,480,Vedaka
4522,1452,19/07/2021,newspapers,95,84,Origami
4522,1452,19/07/2021,citrus fruit,30,471,Rivendell
4522,1452,19/07/2021,whipped/sour cream,160,170,Amul
4523,1345,15/07/2021,pip fruit,109,167,Fressco
4523,1345,15/07/2021,yogurt,165,496,Amul
4523,1345,15/07/2021,liquor,82,381,Budweiser
4523,1345,15/07/2021,pip fruit,109,167,Fressco
4523,1345,15/07/2021,shopping bags,133,467,Lankmark
4524,1514,15/07/2021,other vegetables,102,331,Fressco
4524,1514,15/07/2021,zwieback,166,476,Sunfeast
4524,1514,15/07/2021,other vegetables,102,331,Fressco
4524,1514,15/07/2021,soda,138,165,TATA
4524,1514,15/07/2021,meat,90,190,Costa's
4525,727,21/07/2021,cat food,24,106,Whiskas
4525,727,21/07/2021,whole milk,164,176,Mother Dairy
4525,727,21/07/2021,misc. beverages,92,493,Minute Maid
4525,727,21/07/2021,whole milk,164,176,Mother Dairy
4525,727,21/07/2021,fruit/vegetable juice,64,183,Real
4526,1153,21/07/2021,tropical fruit,156,424,Fressco
4526,1153,21/07/2021,UHT-milk,1,95,Amul
4526,1153,21/07/2021,yogurt,165,496,Amul
4526,1153,21/07/2021,chewing gum,26,280,Nestle
4526,1153,21/07/2021,cookware,37,124,Prestige
4527,440,7/8/2021,yogurt,165,496,Amul
4527,440,7/8/2021,hard cheese,69,460,Mother Dairy
4527,440,7/8/2021,whipped/sour cream,160,170,Amul
4527,440,7/8/2021,cake bar,17,205,Cadbury
4527,440,7/8/2021,frozen meals,61,361,Ocean's Secret
4528,71,7/8/2021,soda,138,165,TATA
4528,71,7/8/2021,red/blush wine,119,438,Budweiser
4528,71,7/8/2021,tropical fruit,156,424,Fressco
4528,71,7/8/2021,rolls/buns,122,316,Godrej
4528,71,7/8/2021,waffles,159,103,Cadbury
4529,236,10/6/2021,salty snack,128,74,Sunfeast
4529,236,10/6/2021,soda,138,165,TATA
4529,236,10/6/2021,butter milk,16,464,Amul
4529,236,10/6/2021,yogurt,165,496,Amul
4529,236,10/6/2021,semi-finished bread,132,403,English Oven
4530,283,10/6/2021,yogurt,165,496,Amul
4530,283,10/6/2021,butter,15,389,Amul
4530,283,10/6/2021,whole milk,164,176,Mother Dairy
4530,283,10/6/2021,waffles,159,103,Cadbury
4530,283,10/6/2021,other vegetables,102,331,Fressco
4531,1305,4/6/2021,yogurt,165,496,Amul
4531,1305,4/6/2021,salty snack,128,74,Sunfeast
4531,1305,4/6/2021,yogurt,165,496,Amul
4531,1305,4/6/2021,bottled water,12,62,Bisleri
4531,1305,4/6/2021,detergent,45,295,Rin
4532,1061,4/6/2021,rolls/buns,122,316,Godrej
4532,1061,4/6/2021,whole milk,164,176,Mother Dairy
4532,1061,4/6/2021,yogurt,165,496,Amul
4532,1061,4/6/2021,curd,40,473,Mother Dairy
4532,1061,4/6/2021,cleaner,31,212,Harpic
4533,212,7/8/2021,root vegetables,123,401,Ocean's Secret
4533,212,7/8/2021,oil,98,134,Aashirvaad
4533,212,7/8/2021,yogurt,165,496,Amul
4533,212,7/8/2021,cleaner,31,212,Harpic
4533,212,7/8/2021,shopping bags,133,467,Lankmark
4534,1170,7/8/2021,white bread,162,176,English Oven
4534,1170,7/8/2021,curd,40,473,Mother Dairy
4534,1170,7/8/2021,hygiene articles,73,301,Set Wet
4534,1170,7/8/2021,rum,125,362,Ocean
4534,1170,7/8/2021,other vegetables,102,331,Fressco
4535,650,22/09/2021,whipped/sour cream,160,170,Amul
4535,650,22/09/2021,onions,99,226,Fressco
4535,650,22/09/2021,curd,40,473,Mother Dairy
4535,650,22/09/2021,chocolate,28,435,Cadbury
4535,650,22/09/2021,whole milk,164,176,Mother Dairy
4536,705,22/09/2021,bottled beer,11,273,Budweiser
4536,705,22/09/2021,sauces,129,369,Kissan
4536,705,22/09/2021,white wine,163,385,Blender Spride
4536,705,22/09/2021,Instant food products,0,190,Nestle
4536,705,22/09/2021,root vegetables,123,401,Ocean's Secret
4537,1154,8/8/2021,frozen vegetables,63,113,Ocean's Secret
4537,1154,8/8/2021,pastry,105,184,MTR
4537,1154,8/8/2021,rolls/buns,122,316,Godrej
4537,1154,8/8/2021,candles,18,491,Bella Vita Organic
4537,1154,8/8/2021,long life bakery product,85,398,Hershey's
4538,1751,8/8/2021,whipped/sour cream,160,170,Amul
4538,1751,8/8/2021,whipped/sour cream,160,170,Amul
4538,1751,8/8/2021,newspapers,95,84,Origami
4538,1751,8/8/2021,waffles,159,103,Cadbury
4538,1751,8/8/2021,butter milk,16,464,Amul
4539,1882,12/5/2021,bottled water,12,62,Bisleri
4539,1882,12/5/2021,specialty chocolate,145,414,Cadbury
4539,1882,12/5/2021,citrus fruit,30,471,Rivendell
4539,1882,12/5/2021,onions,99,226,Fressco
4539,1882,12/5/2021,tropical fruit,156,424,Fressco
4540,135,12/5/2021,rolls/buns,122,316,Godrej
4540,135,12/5/2021,butter,15,389,Amul
4540,135,12/5/2021,tropical fruit,156,424,Fressco
4540,135,12/5/2021,soda,138,165,TATA
4540,135,12/5/2021,processed cheese,115,380,Amul
4541,120,20/09/2021,candy,19,283,Cadbury
4541,120,20/09/2021,fruit/vegetable juice,64,183,Real
4541,120,20/09/2021,hamburger meat,68,461,Springer
4541,120,20/09/2021,root vegetables,123,401,Ocean's Secret
4541,120,20/09/2021,chocolate,28,435,Cadbury
4542,760,20/09/2021,specialty chocolate,145,414,Cadbury
4542,760,20/09/2021,hard cheese,69,460,Mother Dairy
4542,760,20/09/2021,beef,8,182,Costa's
4542,760,20/09/2021,long life bakery product,85,398,Hershey's
4542,760,20/09/2021,other vegetables,102,331,Fressco
4543,74,19/08/2021,UHT-milk,1,95,Amul
4543,74,19/08/2021,ice cream,74,323,Mother Dairy
4543,74,19/08/2021,ice cream,74,323,Mother Dairy
4543,74,19/08/2021,soda,138,165,TATA
4543,74,19/08/2021,beef,8,182,Costa's
4544,490,19/08/2021,specialty chocolate,145,414,Cadbury
4544,490,19/08/2021,liquor,82,381,Budweiser
4544,490,19/08/2021,other vegetables,102,331,Fressco
4544,490,19/08/2021,other vegetables,102,331,Fressco
4544,490,19/08/2021,chocolate marshmallow,29,253,Mars
4545,885,5/6/2021,brown bread,14,423,English Oven
4545,885,5/6/2021,root vegetables,123,401,Ocean's Secret
4545,885,5/6/2021,semi-finished bread,132,403,English Oven
4545,885,5/6/2021,yogurt,165,496,Amul
4545,885,5/6/2021,soda,138,165,TATA
4546,1598,5/6/2021,sugar,150,100,TATA
4546,1598,5/6/2021,brown bread,14,423,English Oven
4546,1598,5/6/2021,napkins,94,332,Origami
4546,1598,5/6/2021,rolls/buns,122,316,Godrej
4546,1598,5/6/2021,spices,148,262,TATA
4547,755,10/5/2021,beverages,10,305,Minute Maid
4547,755,10/5/2021,tropical fruit,156,424,Fressco
4547,755,10/5/2021,canned beer,20,280,Budweiser
4547,755,10/5/2021,waffles,159,103,Cadbury
4547,755,10/5/2021,soda,138,165,TATA
4548,1874,10/5/2021,hamburger meat,68,461,Springer
4548,1874,10/5/2021,yogurt,165,496,Amul
4548,1874,10/5/2021,bottled water,12,62,Bisleri
4548,1874,10/5/2021,whole milk,164,176,Mother Dairy
4548,1874,10/5/2021,cream cheese ,39,426,Mother Dairy
4549,1500,13/04/2021,sliced cheese,135,185,TATA
4549,1500,13/04/2021,rolls/buns,122,316,Godrej
4549,1500,13/04/2021,whipped/sour cream,160,170,Amul
4549,1500,13/04/2021,pip fruit,109,167,Fressco
4549,1500,13/04/2021,newspapers,95,84,Origami
4550,1645,13/04/2021,UHT-milk,1,95,Amul
4550,1645,13/04/2021,onions,99,226,Fressco
4550,1645,13/04/2021,whole milk,164,176,Mother Dairy
4550,1645,13/04/2021,napkins,94,332,Origami
4550,1645,13/04/2021,pastry,105,184,MTR
4551,428,17/09/2021,butter milk,16,464,Amul
4551,428,17/09/2021,whole milk,164,176,Mother Dairy
4551,428,17/09/2021,other vegetables,102,331,Fressco
4551,428,17/09/2021,pastry,105,184,MTR
4551,428,17/09/2021,bottled beer,11,273,Budweiser
4552,472,17/09/2021,beef,8,182,Costa's
4552,472,17/09/2021,specialty bar,143,85,True elements
4552,472,17/09/2021,yogurt,165,496,Amul
4552,472,17/09/2021,long life bakery product,85,398,Hershey's
4552,472,17/09/2021,pork,111,74,Springer
4553,1678,4/6/2021,white bread,162,176,English Oven
4553,1678,4/6/2021,cream cheese ,39,426,Mother Dairy
4553,1678,4/6/2021,other vegetables,102,331,Fressco
4553,1678,4/6/2021,tropical fruit,156,424,Fressco
4553,1678,4/6/2021,soda,138,165,TATA
4554,1480,4/6/2021,newspapers,95,84,Origami
4554,1480,4/6/2021,citrus fruit,30,471,Rivendell
4554,1480,4/6/2021,condensed milk,35,206,Amul
4554,1480,4/6/2021,meat,90,190,Costa's
4554,1480,4/6/2021,pip fruit,109,167,Fressco
4555,1931,23/04/2021,whole milk,164,176,Mother Dairy
4555,1931,23/04/2021,whole milk,164,176,Mother Dairy
4555,1931,23/04/2021,other vegetables,102,331,Fressco
4555,1931,23/04/2021,rolls/buns,122,316,Godrej
4555,1931,23/04/2021,waffles,159,103,Cadbury
4556,1052,23/04/2021,whole milk,164,176,Mother Dairy
4556,1052,23/04/2021,root vegetables,123,401,Ocean's Secret
4556,1052,23/04/2021,grapes,65,296,Fressco
4556,1052,23/04/2021,yogurt,165,496,Amul
4556,1052,23/04/2021,cat food,24,106,Whiskas
4557,1272,16/04/2021,sliced cheese,135,185,TATA
4557,1272,16/04/2021,grapes,65,296,Fressco
4557,1272,16/04/2021,pasta,104,230,MTR
4557,1272,16/04/2021,yogurt,165,496,Amul
4557,1272,16/04/2021,margarine,88,151,TSR
4558,152,16/04/2021,soups,141,490,MTR
4558,152,16/04/2021,canned beer,20,280,Budweiser
4558,152,16/04/2021,root vegetables,123,401,Ocean's Secret
4558,152,16/04/2021,seasonal products,131,148,TATA
4558,152,16/04/2021,whole milk,164,176,Mother Dairy
4559,1435,13/07/2021,other vegetables,102,331,Fressco
4559,1435,13/07/2021,vinegar,158,469,MTR
4559,1435,13/07/2021,rolls/buns,122,316,Godrej
4559,1435,13/07/2021,other vegetables,102,331,Fressco
4559,1435,13/07/2021,margarine,88,151,TSR
4560,1693,13/07/2021,pip fruit,109,167,Fressco
4560,1693,13/07/2021,tropical fruit,156,424,Fressco
4560,1693,13/07/2021,pastry,105,184,MTR
4560,1693,13/07/2021,domestic eggs,49,437,Henfruit
4560,1693,13/07/2021,cream cheese ,39,426,Mother Dairy
4561,1284,2/4/2021,whole milk,164,176,Mother Dairy
4561,1284,2/4/2021,other vegetables,102,331,Fressco
4561,1284,2/4/2021,chocolate,28,435,Cadbury
4561,1284,2/4/2021,domestic eggs,49,437,Henfruit
4561,1284,2/4/2021,root vegetables,123,401,Ocean's Secret
4562,1618,2/4/2021,whipped/sour cream,160,170,Amul
4562,1618,2/4/2021,other vegetables,102,331,Fressco
4562,1618,2/4/2021,pip fruit,109,167,Fressco
4562,1618,2/4/2021,liquor,82,381,Budweiser
4562,1618,2/4/2021,root vegetables,123,401,Ocean's Secret
4563,1746,17/08/2021,pastry,105,184,MTR
4563,1746,17/08/2021,rolls/buns,122,316,Godrej
4563,1746,17/08/2021,waffles,159,103,Cadbury
4563,1746,17/08/2021,pickled vegetables,108,389,MTR
4563,1746,17/08/2021,grapes,65,296,Fressco
4564,452,17/08/2021,pork,111,74,Springer
4564,452,17/08/2021,flour,53,259,Aashirvaad
4564,452,17/08/2021,whole milk,164,176,Mother Dairy
4564,452,17/08/2021,yogurt,165,496,Amul
4564,452,17/08/2021,long life bakery product,85,398,Hershey's
4565,61,16/08/2021,whole milk,164,176,Mother Dairy
4565,61,16/08/2021,margarine,88,151,TSR
4565,61,16/08/2021,other vegetables,102,331,Fressco
4565,61,16/08/2021,chicken,27,312,Costa's
4565,61,16/08/2021,whole milk,164,176,Mother Dairy
4566,1179,16/08/2021,whipped/sour cream,160,170,Amul
4566,1179,16/08/2021,domestic eggs,49,437,Henfruit
4566,1179,16/08/2021,other vegetables,102,331,Fressco
4566,1179,16/08/2021,berries,9,252,Rivendell
4566,1179,16/08/2021,dishes,47,150,Borosil
4567,1315,26/04/2021,other vegetables,102,331,Fressco
4567,1315,26/04/2021,newspapers,95,84,Origami
4567,1315,26/04/2021,domestic eggs,49,437,Henfruit
4567,1315,26/04/2021,liver loaf,84,194,Springer
4567,1315,26/04/2021,napkins,94,332,Origami
4568,1654,26/04/2021,rolls/buns,122,316,Godrej
4568,1654,26/04/2021,specialty chocolate,145,414,Cadbury
4568,1654,26/04/2021,rolls/buns,122,316,Godrej
4568,1654,26/04/2021,pip fruit,109,167,Fressco
4568,1654,26/04/2021,frozen vegetables,63,113,Ocean's Secret
4569,1010,7/5/2021,whole milk,164,176,Mother Dairy
4569,1010,7/5/2021,chocolate,28,435,Cadbury
4569,1010,7/5/2021,ice cream,74,323,Mother Dairy
4569,1010,7/5/2021,other vegetables,102,331,Fressco
4569,1010,7/5/2021,margarine,88,151,TSR
4570,764,7/5/2021,make up remover,86,197,Oriflame
4570,764,7/5/2021,sugar,150,100,TATA
4570,764,7/5/2021,other vegetables,102,331,Fressco
4570,764,7/5/2021,other vegetables,102,331,Fressco
4570,764,7/5/2021,processed cheese,115,380,Amul
4571,808,17/06/2021,other vegetables,102,331,Fressco
4571,808,17/06/2021,rolls/buns,122,316,Godrej
4571,808,17/06/2021,other vegetables,102,331,Fressco
